"","Trajectory","frame","x","y","z"
"4051",1125,6612,73.85,95.92,1
"4052",1125,6613,74.04,96.66,1
"4053",1125,6614,74.14,96.4,1
"4054",1125,6615,74.17,95.99,1
"4055",1125,6616,73.76,96.18,1
"4056",1126,6601,41.1,78.3,1
"4057",1126,6602,38.95,82.8,1
"4058",1127,6606,48.67,84.13,1
"4059",1127,6607,48.9,84.27,1
"4060",1127,6608,49.21,83.85,1
"4061",1128,6606,55.64,50.98,1
"4062",1128,6607,55.28,51.19,1
"4063",1128,6608,55.07,51.06,1
"4064",1128,6609,55.15,50.83,1
"4065",1129,6607,80.05,104.67,1
"4066",1129,6608,80.17,103.96,1
"4067",1130,6610,81.74,103.15,1
"4068",1130,6611,81.86,103.13,1
"4069",1130,6612,82.78,103.14,1
"4070",1131,6611,55.09,51.34,1
"4071",1131,6612,55.77,52.99,1
"4072",1132,6614,82.29,102.96,1
"4073",1132,6615,82.04,102.73,1
"4074",1132,6616,82.06,102.78,1
"4075",1133,6617,47.97,86.63,1
"4076",1133,6618,48.76,85.89,1
"4077",1134,6618,82.23,102.74,1
"4078",1134,6619,83.17,102.22,1
"4079",1134,6620,83.32,101.34,1
"4080",1134,6621,83.77,101.78,1
"4081",1134,6622,83.33,102.11,1
"4082",1135,6619,15.33,57.82,1
"4083",1135,6620,15.66,56.2,1
"4084",1136,6619,74.12,95.41,1
"4085",1136,6620,74.27,95.22,1
"4086",1136,6621,73.9,95.24,1
"4087",1136,6622,74.09,95.68,1
"4088",1136,6623,73.91,96.02,1
"4089",1137,6620,113.92,48.34,1
"4090",1137,6621,113.11,48.06,1
"4091",1138,6625,62.76,50.67,1
"4092",1138,6626,62.27,50.1,1
"4093",1138,6627,62.71,50.73,1
"4094",1139,6625,73.96,96.21,1
"4095",1139,6626,74.07,95.75,1
"4096",1139,6627,73.94,96.74,1
"4097",1139,6628,74.29,96.1,1
"4098",1139,6629,75.01,95.7,1
"4099",1139,6630,74.74,95.79,1
"4100",1139,6631,74.73,95.77,1
"4101",1139,6632,75.05,95.67,1
"4102",1139,6633,75.12,95.09,1
"4103",1139,6634,74.05,94.81,1
"4104",1139,6635,73.89,94.68,1
"4105",1139,6636,73.95,94.94,1
"4106",1139,6637,74.77,95.24,1
"4107",1139,6638,74.95,95.74,1
"4108",1139,6639,74.68,95.75,1
"4109",1139,6640,74.21,96.17,1
"4110",1139,6641,73.29,96.24,1
"4111",1139,6642,73.72,95.28,1
"4112",1139,6643,74.17,95.89,1
"4113",1139,6644,74.22,96.16,1
"4114",1139,6645,74.25,95.31,1
"4115",1139,6646,74.77,95.21,1
"4116",1139,6647,75,95.87,1
"4117",1139,6648,74.67,95.83,1
"4118",1139,6649,74.75,95.22,1
"4119",1139,6650,75.1,95.73,1
"4120",1139,6651,74.79,95.39,1
"4121",1139,6652,74.7,95.98,1
"4122",1139,6653,74.35,96.1,1
"4123",1139,6654,74.88,95.89,1
"4124",1139,6655,75.18,96.24,1
"4125",1139,6656,74.32,96.73,1
"4126",1139,6657,74.34,96.88,1
"4127",1139,6658,74.11,96.72,1
"4128",1139,6659,74.77,95.87,1
"4129",1139,6660,74.84,96.23,1
"4130",1139,6661,74.2,96.03,1
"4131",1139,6662,74.72,96.14,1
"4132",1139,6663,74.03,96.35,1
"4133",1139,6664,73.08,96.15,1
"4134",1139,6665,74.03,95.86,1
"4135",1139,6666,73.72,95.8,1
"4136",1139,6667,73.8,95.63,1
"4137",1139,6668,74.18,96.04,1
"4138",1139,6669,74.01,96.05,1
"4139",1139,6670,74.21,95.76,1
"4140",1139,6671,73.99,96.08,1
"4141",1139,6672,74.1,96.62,1
"4142",1139,6673,74.2,96.16,1
"4143",1139,6674,74.13,96.18,1
"4144",1140,6625,112.94,50.3,1
"4145",1140,6626,113.15,50.28,1
"4146",1140,6627,113.4,51.05,1
"4147",1140,6628,118.01,52.66,1
"4148",1140,6629,118.25,53.1,1
"4149",1141,6628,83.91,101.25,1
"4150",1141,6629,83.95,101.69,1
"4151",1141,6630,84.73,101.18,1
"4152",1142,6632,114.73,52.74,1
"4153",1142,6633,116.11,51.85,1
"4154",1142,6634,115.79,52.86,1
"4155",1143,6635,60.75,51.24,1
"4156",1143,6636,63.84,53.71,1
"4157",1143,6637,62.86,51.85,1
"4158",1143,6638,62.03,50.84,1
"4159",1143,6639,64.07,49.12,1
"4160",1143,6640,64.11,49.13,1
"4161",1143,6641,65,49.38,1
"4162",1143,6642,65.84,49.24,1
"4163",1143,6643,65.74,48.25,1
"4164",1143,6644,65.69,48.16,1
"4165",1143,6645,65.23,47.68,1
"4166",1143,6646,66.21,46.91,1
"4167",1143,6647,66.66,46.84,1
"4168",1143,6648,66.28,46.12,1
"4169",1143,6649,66.78,46.3,1
"4170",1143,6650,67.75,46.22,1
"4171",1144,6635,84.32,100.89,1
"4172",1144,6636,84.22,101.29,1
"4173",1144,6637,84.36,101.13,1
"4174",1145,6646,84.23,100.95,1
"4175",1145,6647,83.31,101.14,1
"4176",1146,6649,84,101.66,1
"4177",1146,6650,83.83,100.8,1
"4178",1146,6651,84.76,101.26,1
"4179",1146,6652,84.73,102.17,1
"4180",1146,6653,83.71,102.07,1
"4181",1146,6654,83.63,102.08,1
"4182",1146,6655,83.96,101.81,1
"4183",1146,6656,83.95,101.68,1
"4184",1146,6657,83.19,102.23,1
"4185",1146,6658,83.25,102.77,1
"4186",1146,6659,83.02,102.68,1
"4187",1146,6660,83.26,102.29,1
"4188",1147,6654,62.6,43.87,1
"4189",1147,6655,62.29,46.22,1
"4190",1148,6662,66.87,44.14,1
"4191",1148,6663,68.76,44.71,1
"4192",1148,6664,68.94,46.05,1
"4193",1149,6665,82.04,102.04,1
"4194",1149,6666,81.76,102.21,1
"4195",1149,6667,81.34,101.84,1
"4196",1150,6667,67.12,44.43,1
"4197",1150,6668,67.16,44.61,1
"4198",1151,6672,68.32,45.25,1
"4199",1151,6673,68.65,45.05,1
"4200",1152,6674,78.6,101.85,1
"4201",1152,6675,79.91,100.73,1
"4202",1152,6676,80.85,99.2,1
"4203",1153,6677,75.76,100.25,1
"4204",1153,6678,74.1,95.94,1
"4205",1153,6679,74.79,96.87,1
"4206",1154,6678,68.16,45.98,1
"4207",1154,6679,66.23,44.77,1
"4208",1155,6679,41.91,84.31,1
"4209",1155,6680,40.21,83.76,1
"4210",1155,6681,40.92,81.69,1
"4211",1156,6681,74.96,96.27,1
"4212",1156,6682,74.35,96.16,1
"4213",1156,6683,74.08,95.78,1
"4214",1156,6684,74.01,95.2,1
"4215",1156,6685,73.93,95.33,1
"4216",1156,6686,73.91,95.76,1
"4217",1156,6687,73.79,95.25,1
"4218",1156,6688,73.69,95.28,1
"4219",1156,6689,74.13,95.28,1
"4220",1156,6690,73.86,95.2,1
"4221",1156,6691,75.74,95.22,1
"4222",1157,6682,60.11,41.64,1
"4223",1157,6683,58.17,42.95,1
"4224",1158,6690,57.77,48.16,1
"4225",1158,6691,58.29,46.14,1
"4226",1159,6693,56.82,45.77,1
"4227",1159,6694,58.64,47.76,1
"4228",1159,6695,57.29,51.12,1
"4229",1160,6693,74.23,95.12,1
"4230",1160,6694,74.01,95.59,1
"4231",1160,6695,74.09,95.71,1
"4232",1160,6696,75.24,95.74,1
"4233",1160,6697,74.93,95.72,1
"4234",1160,6698,74.78,95.74,1
"4235",1160,6699,74.79,95.73,1
"4236",1160,6700,74.3,95.27,1
"4237",1160,6701,74.32,96,1
"4238",1160,6702,74.23,96.8,1
"4239",1160,6703,74.3,96.86,1
"4240",1160,6704,75.14,96.25,1
"4241",1160,6705,75.16,95.97,1
"4242",1160,6706,75.21,96.22,1
"4243",1160,6707,75.26,95.9,1
"4244",1160,6708,74.65,96.11,1
"4245",1160,6709,74,95.96,1
"4246",1160,6710,75.11,96.1,1
"4247",1160,6711,74.82,96.66,1
"4248",1160,6712,74.88,96.69,1
"4249",1160,6713,74.88,96.31,1
"4250",1160,6714,74.86,96.2,1
"4251",1160,6715,74.38,96.2,1
"4252",1160,6716,74.3,96.34,1
"4253",1161,6694,20.72,58.11,1
"4254",1161,6695,20.88,58.18,1
"4255",1162,6697,68.8,97.1,1
"4256",1162,6698,70.32,98.96,1
"4257",1163,6698,21.21,58.87,1
"4258",1163,6699,21.03,58.31,1
"4259",1164,6699,14.06,29.78,1
"4260",1164,6700,10.67,27.06,1
"4261",1165,6702,21.23,57.26,1
"4262",1165,6703,21.11,57.65,1
"4263",1166,6702,62.65,46.93,1
"4264",1166,6703,63.64,47.98,1
"4265",1166,6704,62.72,45.97,1
"4266",1166,6705,63.05,45.28,1
"4267",1167,6704,76.69,101.91,1
"4268",1167,6705,75.8,101.22,1
"4269",1168,6707,65.06,46.67,1
"4270",1168,6708,64.77,45.7,1
"4271",1168,6709,64.67,46.04,1
"4272",1168,6710,63,45.27,1
"4273",1169,6707,74,101.78,1
"4274",1169,6708,78.69,103,1
"4275",1170,6710,112.68,46.23,1
"4276",1170,6711,112.61,46.92,1
"4277",1170,6712,112.29,48.12,1
"4278",1170,6713,115.22,49.89,1
"4279",1171,6713,64.11,46.11,1
"4280",1171,6714,63.99,45.64,1
"4281",1172,6718,75.15,96.73,1
"4282",1172,6719,73.82,95.85,1
"4283",1172,6720,74.28,95.82,1
"4284",1172,6721,74.27,96.78,1
"4285",1172,6722,74.78,96.63,1
"4286",1172,6723,74.7,95.74,1
"4287",1172,6724,74.82,95.89,1
"4288",1172,6725,74.64,96.03,1
"4289",1172,6726,74.79,95.76,1
"4290",1172,6727,74.18,94.89,1
"4291",1172,6728,74.19,95.15,1
"4292",1172,6729,74.19,95.77,1
"4293",1172,6730,74.36,95.02,1
"4294",1172,6731,74.32,95.06,1
"4295",1172,6732,74.95,94.85,1
"4296",1173,6730,30.41,79.91,1
"4297",1173,6731,31.84,78.93,1
"4298",1174,6735,26.12,57.91,1
"4299",1174,6736,25.19,58.34,1
"4300",1175,6739,24.81,57.92,1
"4301",1175,6740,24.77,58.81,1
"4302",1176,6741,56.22,46.01,1
"4303",1176,6742,57.01,46.35,1
"4304",1177,6743,80.87,94.94,1
"4305",1177,6744,81.67,94.09,1
"4306",1177,6745,79.64,95.14,1
"4307",1177,6746,78.23,98.14,1
"4308",1177,6747,78.03,98.24,1
"4309",1177,6748,78.26,98.79,1
"4310",1177,6749,78.19,98.79,1
"4311",1177,6750,78.72,97.82,1
"4312",1177,6751,77.26,98.29,1
"4313",1177,6752,76.79,98.22,1
"4314",1177,6753,77.6,97.84,1
"4315",1177,6754,77.75,99,1
"4316",1177,6755,77.08,98.16,1
"4317",1177,6756,76.77,98.7,1
"4318",1177,6757,77.08,98.27,1
"4319",1178,6743,108.14,23.69,1
"4320",1178,6744,108.14,23.15,1
"4321",1178,6745,108.67,24.22,1
"4322",1178,6746,108.24,23.76,1
"4323",1179,6753,40.01,77.66,1
"4324",1179,6754,39.96,78.7,1
"4325",1179,6755,39.35,76.85,1
"4326",1179,6756,39.87,78.09,1
"4327",1180,6755,57.27,44,1
"4328",1180,6756,58.18,43.7,1
"4329",1180,6757,59.96,44.79,1
"4330",1180,6758,61.87,45.4,1
"4331",1181,6759,80.84,99.67,1
"4332",1181,6760,78.38,98.14,1
"4333",1181,6761,80.09,98.72,1
"4334",1181,6762,77.91,97.69,1
"4335",1181,6763,76.93,97.61,1
"4336",1182,6763,84.06,95.32,1
"4337",1182,6764,82.81,94.94,1
"4338",1182,6765,84.64,93.96,1
"4339",1182,6766,84.69,93.15,1
"4340",1183,6765,77.18,96.43,1
"4341",1183,6766,78.75,96.66,1
"4342",1183,6767,78.24,97.08,1
"4343",1183,6768,77.64,97.11,1
"4344",1183,6769,77.81,96.7,1
"4345",1183,6770,77.9,96.64,1
"4346",1183,6771,78.07,96.37,1
"4347",1183,6772,77.04,96.68,1
"4348",1183,6773,76.61,97.12,1
"4349",1184,6773,17.8,114.11,1
"4350",1184,6774,19.8,115.11,1
"4351",1185,6774,84.3,95.8,1
"4352",1185,6775,84.02,96.13,1
"4353",1186,6775,76.84,97.1,1
"4354",1186,6776,76.28,96.28,1
"4355",1186,6777,77.71,97.17,1
"4356",1186,6778,77.23,96.83,1
"4357",1187,6777,84.2,97.32,1
"4358",1187,6778,83.78,96.71,1
"4359",1188,6782,58.09,42.78,1
"4360",1188,6783,56.14,45.88,1
"4361",1189,6782,82.31,95.93,1
"4362",1189,6783,82.93,97.16,1
"4363",1189,6784,84.25,95.87,1
"4364",1190,6786,82.35,93.09,1
"4365",1190,6787,82.04,93.79,1
"4366",1190,6788,84.14,94.73,1
"4367",1191,6789,22.32,59.16,1
"4368",1191,6790,22.31,60.93,1
"4369",1191,6791,22.29,60.22,1
"4370",1191,6792,22.15,60.33,1
"4371",1191,6793,22.69,60.82,1
"4372",1191,6794,23.14,60.94,1
"4373",1191,6795,22.95,61.06,1
"4374",1191,6796,22.93,60.7,1
"4375",1191,6797,22.91,60.93,1
"4376",1191,6798,23.04,60.72,1
"4377",1191,6799,21.87,60.97,1
"4378",1192,6796,47.73,85.83,1
"4379",1192,6797,47.18,86.64,1
"4380",1193,6801,22.76,60.62,1
"4381",1193,6802,22.91,60.09,1
"4382",1193,6803,22.87,60.77,1
"4383",1193,6804,22.98,60.62,1
"4384",1193,6805,22.76,60.1,1
"4385",1193,6806,22.81,59.28,1
"4386",1194,6808,22.85,59.8,1
"4387",1194,6809,22.85,60.25,1
"4388",1195,6808,75.17,95.26,1
"4389",1195,6809,78.89,98.19,1
"4390",1195,6810,80.65,97.98,1
"4391",1196,6813,22.66,60.11,1
"4392",1196,6814,22.73,60.2,1
"4393",1196,6815,22.24,60.27,1
"4394",1196,6816,22.77,59.74,1
"4395",1197,6815,36.25,87.92,1
"4396",1197,6816,36.28,88.1,1
"4397",1198,6817,45.75,85.12,1
"4398",1198,6818,47.05,85.92,1
"4399",1198,6819,47.19,86.17,1
"4400",1198,6820,47.32,86.18,1
"4401",1198,6821,46.97,85.95,1
"4402",1198,6822,47.07,85.05,1
"4403",1198,6823,47.24,85.72,1
"4404",1198,6824,47.14,85.8,1
"4405",1199,6817,78.89,99.23,1
"4406",1199,6818,77.3,95.28,1
"4407",1200,6826,47.71,85.94,1
"4408",1200,6827,47.21,86,1
"4409",1200,6828,46.73,84.88,1
"4410",1201,6836,103.78,25.97,1
"4411",1201,6837,106.8,25.7,1
"4412",1202,6840,23.81,58.27,1
"4413",1202,6841,23.02,57.31,1
"4414",1202,6842,23.28,57.67,1
"4415",1202,6843,24.14,57.27,1
"4416",1202,6844,24.17,57.33,1
"4417",1203,6842,47.78,85.63,1
"4418",1203,6843,47.86,85.8,1
"4419",1203,6844,48.2,85.29,1
"4420",1203,6845,47.88,85.84,1
"4421",1203,6846,47.74,85.86,1
"4422",1204,6846,23.7,57.81,1
"4423",1204,6847,23.15,57.72,1
"4424",1204,6848,23.33,56.97,1
"4425",1204,6849,23.88,56.97,1
"4426",1204,6850,23.71,56.99,1
"4427",1204,6851,23.33,56.98,1
"4428",1204,6852,24.7,57.9,1
"4429",1204,6853,23.2,57.24,1
"4430",1204,6854,23.7,57.21,1
"4431",1205,6848,47.97,85.74,1
"4432",1205,6849,47.85,85.25,1
"4433",1205,6850,48.15,85.36,1
"4434",1206,6852,48.2,84.72,1
"4435",1206,6853,47.81,85.98,1
"4436",1206,6854,48.02,85.32,1
"4437",1207,6856,23.38,56.33,1
"4438",1207,6857,24.25,56.66,1
"4439",1207,6858,23.92,56.65,1
"4440",1207,6859,23.82,56.75,1
"4441",1207,6860,23.63,56.91,1
"4442",1207,6861,23.95,57.17,1
"4443",1208,6859,47.28,85.89,1
"4444",1208,6860,48.06,86.84,1
"4445",1209,6867,45.09,59.12,1
"4446",1209,6868,46.89,63.4,1
"4447",1210,6868,56.01,97.4,1
"4448",1210,6869,58.83,96.05,1
"4449",1211,6873,23.59,58.03,1
"4450",1211,6874,23.92,57.8,1
"4451",1212,6875,10.19,59.92,1
"4452",1212,6876,11.16,59.84,1
"4453",1212,6877,10.61,58.05,1
"4454",1212,6878,11.65,60.78,1
"4455",1212,6879,15.21,60.93,1
"4456",1213,6875,12.98,115.17,1
"4457",1213,6876,15.02,117.25,1
"4458",1214,6876,24.15,57.66,1
"4459",1214,6877,23.24,57.82,1
"4460",1214,6878,24.04,57.82,1
"4461",1215,6880,23.93,57.8,1
"4462",1215,6881,24.09,56.87,1
"4463",1216,6883,23.33,56.88,1
"4464",1216,6884,23.76,57.19,1
"4465",1217,6887,84.95,39.67,1
"4466",1217,6888,84.01,36.79,1
"4467",1218,6893,42.29,79.2,1
"4468",1218,6894,41.96,78.29,1
"4469",1218,6895,41.83,78.86,1
"4470",1218,6896,41.91,79.37,1
"4471",1218,6897,42.12,78.69,1
"4472",1219,6897,7.22,51.7,1
"4473",1219,6898,5.16,54.74,1
"4474",1220,6900,42.03,79.01,1
"4475",1220,6901,41.6,78.06,1
"4476",1221,6904,42.87,78.22,1
"4477",1221,6905,42.12,78.74,1
"4478",1222,6907,42.39,79.2,1
"4479",1222,6908,43.15,80.86,1
"4480",1222,6909,42.03,79.11,1
"4481",1222,6910,41.85,77.23,1
"4482",1222,6911,41.92,79.2,1
"4483",1222,6912,39.89,79.17,1
"4484",1223,6912,24.67,58.98,1
"4485",1223,6913,24.93,58.24,1
"4486",1223,6914,25.02,58.32,1
"4487",1224,6914,7.3,52.91,1
"4488",1224,6915,6.67,54.12,1
"4489",1224,6916,7.26,56.73,1
"4490",1225,6914,34.81,120.83,1
"4491",1225,6915,36.04,120.18,1
"4492",1226,6915,6.84,105.81,1
"4493",1226,6916,7.2,110.11,1
"4494",1227,6915,20.38,60.97,1
"4495",1227,6916,24.09,57.65,1
"4496",1227,6917,24.28,58.05,1
"4497",1227,6918,20.81,59.22,1
"4498",1227,6919,23.95,58.8,1
"4499",1227,6920,23.85,58.37,1
"4500",1227,6921,24.19,57.34,1
"4501",1228,6920,65.65,90.86,1
"4502",1228,6921,62.95,87.75,1
"4503",1229,6921,49.1,86.1,1
"4504",1229,6922,48.81,86.35,1
"4505",1229,6923,45.9,86.73,1
"4506",1229,6924,46.94,86.69,1
"4507",1229,6925,46.77,86.75,1
"4508",1229,6926,46.01,86.79,1
"4509",1229,6927,46.18,86.87,1
"4510",1230,6922,66.71,49.08,1
"4511",1230,6923,69.32,46.25,1
"4512",1231,6926,24.78,56.96,1
"4513",1231,6927,24.84,57.68,1
"4514",1231,6928,25.23,57.27,1
"4515",1231,6929,24.72,56.96,1
"4516",1231,6930,25.17,56.77,1
"4517",1231,6931,25.24,56.93,1
"4518",1231,6932,25.23,57.89,1
"4519",1231,6933,25.02,57.58,1
"4520",1232,6926,28.23,81.99,1
"4521",1232,6927,27.76,82.83,1
"4522",1232,6928,28.15,81.88,1
"4523",1232,6929,29.09,81.74,1
"4524",1232,6930,29.2,82.26,1
"4525",1232,6931,29.15,82,1
"4526",1233,6926,70.07,91.82,1
"4527",1233,6927,72.8,94.06,1
"4528",1234,6929,46.98,85.85,1
"4529",1234,6930,46.93,85.22,1
"4530",1234,6931,46.93,84.78,1
"4531",1234,6932,47.26,85.27,1
"4532",1235,6932,77.91,97.92,1
"4533",1235,6933,79.1,95.29,1
"4534",1236,6933,28.74,82.87,1
"4535",1236,6934,28.83,82.14,1
"4536",1236,6935,28.84,82.26,1
"4537",1236,6936,27.32,82.15,1
"4538",1236,6937,27.08,82.95,1
"4539",1236,6938,27.06,81.74,1
"4540",1236,6939,27.07,81.33,1
"4541",1236,6940,26.89,82.14,1
"4542",1236,6941,26.65,83.22,1
"4543",1236,6942,26.98,82.63,1
"4544",1236,6943,26.74,83.06,1
"4545",1236,6944,27.7,82.9,1
"4546",1236,6945,27.7,81.97,1
"4547",1236,6946,27.04,82.67,1
"4548",1236,6947,27.2,82.81,1
"4549",1236,6948,27.64,82.94,1
"4550",1236,6949,27.24,82.08,1
"4551",1236,6950,27.05,82.23,1
"4552",1236,6951,27.31,82.28,1
"4553",1236,6952,28.17,82.69,1
"4554",1236,6953,28.91,82.21,1
"4555",1236,6954,30.33,82.03,1
"4556",1236,6955,30.22,82.21,1
"4557",1236,6956,30.88,82.21,1
"4558",1236,6957,30.86,82.25,1
"4559",1236,6958,31.19,82.73,1
"4560",1236,6959,31.14,82.77,1
"4561",1236,6960,31.21,82.73,1
"4562",1236,6961,31.3,82.2,1
"4563",1236,6962,31.25,82.79,1
"4564",1236,6963,30.18,81.83,1
"4565",1236,6964,29.72,81.89,1
"4566",1236,6965,30.32,82.02,1
"4567",1236,6966,29.86,81.84,1
"4568",1236,6967,29.65,82.06,1
"4569",1236,6968,29.3,82.2,1
"4570",1236,6969,28.77,82.06,1
"4571",1236,6970,29.36,81.93,1
"4572",1236,6971,29.36,82.12,1
"4573",1236,6972,29.82,81.94,1
"4574",1236,6973,29.17,82.19,1
"4575",1236,6974,28.85,82.24,1
"4576",1236,6975,28.62,82.05,1
"4577",1236,6976,28.63,82.06,1
"4578",1236,6977,28.11,82.81,1
"4579",1236,6978,27.79,82.81,1
"4580",1236,6979,28.15,82.68,1
"4581",1236,6980,27.82,82.22,1
"4582",1236,6981,27.74,81.94,1
"4583",1237,6934,47.15,86.81,1
"4584",1237,6935,46.71,86.04,1
"4585",1237,6936,46.73,86.28,1
"4586",1237,6937,46.18,86.72,1
"4587",1237,6938,46.33,86.86,1
"4588",1237,6939,46.31,86.11,1
"4589",1237,6940,43.77,86.15,1
"4590",1238,6936,25.26,57.89,1
"4591",1238,6937,25.27,57.22,1
"4592",1239,6953,9.72,72.18,1
"4593",1239,6954,8.34,73.24,1
"4594",1239,6955,9.22,73.07,1
"4595",1239,6956,8.3,73.17,1
"4596",1239,6957,8.89,73.69,1
"4597",1239,6958,9.31,73.78,1
"4598",1239,6959,8.97,73.6,1
"4599",1240,6961,9.03,73.22,1
"4600",1240,6962,9.11,73.01,1
"4601",1240,6963,9.69,74.78,1
"4602",1240,6964,8.79,74.23,1
"4603",1240,6965,8.66,73.9,1
"4604",1240,6966,8.18,73.68,1
"4605",1241,6962,74.88,92.43,1
"4606",1241,6963,71.24,95.2,1
"4607",1241,6964,71.13,94.22,1
"4608",1242,6973,52.72,45.01,1
"4609",1242,6974,52.82,45.06,1
"4610",1243,6976,7.24,74.97,1
"4611",1243,6977,7.19,75.1,1
"4612",1243,6978,7.07,75.68,1
"4613",1244,6976,53.17,45.64,1
"4614",1244,6977,53.12,46.18,1
"4615",1245,6981,67.74,90.79,1
"4616",1245,6982,70.78,89.25,1
"4617",1246,6983,66.75,92.23,1
"4618",1246,6984,64.72,92.74,1
"4619",1246,6985,65.18,93.02,1
"4620",1246,6986,66.89,90.8,1
"4621",1246,6987,67.7,93.05,1
"4622",1246,6988,68.09,92.22,1
"4623",1246,6989,66.7,92.91,1
"4624",1246,6990,67.03,92.62,1
"4625",1246,6991,66.38,93.94,1
"4626",1246,6992,64.7,92.7,1
"4627",1247,6993,42.98,30.21,1
"4628",1247,6994,44.07,33.97,1
"4629",1248,7002,38.08,68.17,1
"4630",1248,7003,34.17,69.1,1
"4631",1249,7004,118.86,101.18,1
"4632",1249,7005,120.81,104.9,1
"4633",1250,7009,11.84,56.82,1
"4634",1250,7010,11.3,58.36,1
"4635",1251,7012,11.96,62.6,1
"4636",1251,7013,11.8,63.96,1
"4637",1252,7012,103.17,61.62,1
"4638",1252,7013,102.34,59.14,1
"4639",1253,7017,122.38,117.98,1
"4640",1253,7018,121.3,114.11,1
"4641",1254,7024,59.76,53.88,1
"4642",1254,7025,57.84,52.17,1
"4643",1255,7029,103.14,41.29,1
"4644",1255,7030,103.37,38.95,1
"4645",1256,7033,96.17,38.3,1
"4646",1256,7034,97.17,37.85,1
"4647",1257,7038,59.24,52.31,1
"4648",1257,7039,57.91,53.63,1
"4649",1258,7038,106.03,47.61,1
"4650",1258,7039,104.89,45.78,1
"4651",1258,7040,104.86,46.76,1
"4652",1259,7042,13.94,59.27,1
"4653",1259,7043,14,59.86,1
"4654",1260,7043,103.71,55.93,1
"4655",1260,7044,104.39,56.08,1
"4656",1261,7048,13.9,59.7,1
"4657",1261,7049,13.98,59.84,1
"4658",1261,7050,13.87,59.91,1
"4659",1262,7053,13.89,59.72,1
"4660",1262,7054,13.77,59.24,1
"4661",1263,7057,13.98,59.06,1
"4662",1263,7058,13.71,59.29,1
"4663",1263,7059,13.28,58.88,1
"4664",1264,7062,14.04,58.99,1
"4665",1264,7063,13.78,58.79,1
"4666",1264,7064,14.25,58,1
"4667",1264,7065,13.72,58.96,1
"4668",1264,7066,13.29,58.91,1
"4669",1264,7067,14.67,58,1
"4670",1264,7068,13.19,59.15,1
"4671",1265,7064,4.05,75.7,1
"4672",1265,7065,8.64,73.76,1
"4673",1265,7066,12.71,74.15,1
"4674",1265,7067,13.07,75.7,1
"4675",1266,7069,63.78,46.64,1
"4676",1266,7070,64.2,46.36,1
"4677",1267,7073,15.82,58.74,1
"4678",1267,7074,15.17,58.82,1
"4679",1267,7075,15.07,59.1,1
"4680",1268,7075,64.25,42.76,1
"4681",1268,7076,62.77,43.78,1
"4682",1268,7077,62.66,42.92,1
"4683",1269,7076,57.15,46.25,1
"4684",1269,7077,57.93,46.2,1
"4685",1269,7078,58.22,46.73,1
"4686",1270,7078,13.64,59.12,1
"4687",1270,7079,14.05,59.33,1
"4688",1270,7080,14.6,60.11,1
"4689",1271,7079,40.17,76.07,1
"4690",1271,7080,39.95,76.84,1
"4691",1272,7081,57.07,47.68,1
"4692",1272,7082,57.29,45.93,1
"4693",1272,7083,58.22,46.72,1
"4694",1272,7084,57.97,46.7,1
"4695",1273,7082,40.62,76.85,1
"4696",1273,7083,39.29,77.01,1
"4697",1273,7084,40.22,76.8,1
"4698",1274,7084,14.8,59.28,1
"4699",1274,7085,14.79,58.99,1
"4700",1275,7089,14.3,60.09,1
"4701",1275,7090,13.93,59.86,1
"4702",1276,7090,23.2,56.81,1
"4703",1276,7091,23.16,55.77,1
"4704",1277,7090,57.83,46.73,1
"4705",1277,7091,57.26,46.75,1
"4706",1278,7092,13.37,58.89,1
"4707",1278,7093,13.24,59.01,1
"4708",1279,7098,10.93,57.31,1
"4709",1279,7099,14.34,58.9,1
"4710",1279,7100,13.2,58.67,1
"4711",1279,7101,13.31,58.79,1
"4712",1279,7102,14.62,58.01,1
"4713",1279,7103,14.05,58.17,1
"4714",1280,7103,56.97,91.66,1
"4715",1280,7104,58.24,96.12,1
"4716",1281,7108,14.69,59,1
"4717",1281,7109,13.89,58.21,1
"4718",1281,7110,14.06,58.32,1
"4719",1281,7111,13.87,57.31,1
"4720",1282,7112,21.73,50.86,1
"4721",1282,7113,22.62,51.08,1
"4722",1282,7114,22.8,52.69,1
"4723",1283,7117,14.22,59.21,1
"4724",1283,7118,13.66,58.94,1
"4725",1283,7119,13.25,58.23,1
"4726",1284,7121,13.57,58.11,1
"4727",1284,7122,13.26,57.72,1
"4728",1285,7125,13.03,57.93,1
"4729",1285,7126,12.73,59.12,1
"4730",1285,7127,12.32,59.14,1
"4731",1285,7128,12.41,58.2,1
"4732",1285,7129,12.73,57.71,1
"4733",1286,7133,12.69,58.15,1
"4734",1286,7134,12.07,57.25,1
"4735",1287,7137,18.89,54.74,1
"4736",1287,7138,20.68,54.12,1
"4737",1287,7139,21.07,54.84,1
"4738",1288,7138,12.77,57.98,1
"4739",1288,7139,12.9,57.33,1
"4740",1288,7140,13.03,58.16,1
"4741",1289,7141,22.73,55.88,1
"4742",1289,7142,22.13,55.96,1
"4743",1290,7142,12.84,57.23,1
"4744",1290,7143,12.83,57.02,1
"4745",1291,7145,14.24,56.9,1
"4746",1291,7146,14.17,56.74,1
"4747",1291,7147,14.69,57.05,1
"4748",1292,7146,21.35,58.28,1
"4749",1292,7147,21.85,58.3,1
"4750",1293,7151,13.73,58.05,1
